interval;a5_1@1;a5_1@2;a5_1@3;a5_1@4;a5_1@5;a5_1@6;a5_1@7;a5_1@8;a5_1@9;a5_1@10;a51_1@1;a51_1@2;a51_1@3;a51_1@4;a51_1@5;a51_1@6;a51_1@7;a51_1@8;a51_1@9;a6from_1;a6to_1;a7_1@1;a7_1@2;a7_1@3;a7_1@4;a7_1@5;a7_1@6;a7_1@8;a7_1@9;a7_1@10;a7_1@11;a7_1@12;a7_1@13;a7_1@14;a7_1@15;a7_1@16;a7_1@17;a7_1@18;a7_1@19;a7_1@20;a7_1@21;a7_1@22;a7_1@23;a7_1@24;a7_1@25;a7_1@7;a7_1@98;a8_1;trip_duration;transport;InterviewID
Evening time;0;0;Bus;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Transport hubs;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min; ;4080680
Morning time;0;0;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Home;Education;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;6;4080730
Morning time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;6;4080730
Morning time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;6;4080730
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;6;4080730
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min;6;4080730
Evening time;0;0;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Home;Education;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;6;4080730
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Education;Home;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;6;4080730
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;<=15 min;6;4080730
Morning time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min;6;4080736
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min;6;4080736
Morning time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;1;4080830
Morning time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Transport hubs;Other city;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;1;4080830
Day time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Transport hubs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min;1;4080830
Evening time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Transport hubs;Home;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;1;4080830
Night time;0;0;0;0;0;Bus;Bus;0;Bus;0;0;By myself;By myself;By myself;By myself;By myself;By myself;By myself;By myself;Home;Workplace;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;61-75 min; ;4080841
Morning time;Bus;Bus;Bus;Bus;Bus;0;0;Bus;0;0;0;By myself;By myself;By myself;By myself;By myself;By myself;By myself;By myself;Home;Workplace;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;More than 2 hours; ;4080841
Day time;Bus;Bus;Bus;Bus;0;0;0;Bus;0;0;0;By myself;By myself;By myself;By myself;By myself;By myself;By myself;By myself;Workplace;Education;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;More than 2 hours; ;4080841
Evening time;0;0;0;Bus;0;0;0;0;0;0;0;By myself;By myself;By myself;By myself;By myself;By myself;By myself;By myself;Education;Home;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;More than 2 hours;4;4080841
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Nature (parks, countryside);Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;6;4080845
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Friends/relatives;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;6;4080845
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Friends/relatives;Home;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;6;4080845
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Friends/relatives;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;More than 2 hours;6;4080845
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4080853
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min; ;4080853
Day time;0;0;0;0;0;0;0;0;Bus;0;By myself;0;0;0;0;0;0;0;0;Home;Friends/relatives;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;<=15 min;9;4080853
Day time;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Client meeting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;16-30 min;2;4080853
Evening time;0;0;0;0;0;0;0;0;Bus;0;By myself;0;0;0;0;0;0;0;0;Home;Friends/relatives;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;<=15 min;9;4080853
Morning time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;By myself;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;6;4080881
Day time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;By myself;0;0;0;0;0;0;Leisure;Home;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;6;4080881
Night time;0;0;0;Bus;0;0;Bus;0;Bus;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;There was a need to hurry;0;0;There was a need to hurry;0;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;Partner;31-45 min; ;4080889
Night time;0;0;Bus;0;0;0;Bus;Bus;0;0;0;By myself;By myself;0;0;0;0;0;0;Workplace;Transport hubs;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;Partner;16-30 min; ;4080889
Night time;0;0;0;0;0;0;0;0;Bus;0;By myself;0;0;0;0;0;0;0;0;Transport hubs;Leisure;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;0;0;0;Me;<=15 min;9;4080889
Morning time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Leisure;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;There was a need to hurry;0;0;Me;<=15 min;6;4080889
Morning time;0;0;0;0;0;0;0;0;Bus;0;By myself;0;0;0;0;0;0;0;0;Home;Education;There was a need to hurry;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;9;4080889
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Education;Home;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;Me;16-30 min;6;4080889
Day time;0;0;0;0;0;0;Bus;0;0;0;By myself;0;0;0;0;0;0;0;0;Transport hubs;Leisure;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;There was a need to hurry;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;Me;16-30 min;7;4080889
Day time;0;0;0;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;Education;Kid's education;0;0;0;0;0;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;There was a need to hurry;0;0;0;Partner;16-30 min;9;4080889
Evening time;Bus;0;0;0;0;Bus;0;0;0;0;0;0;0;0;0;0;By myself;0;0;Home;Transport hubs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;16-30 min; ;4080889
Evening time;Bus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;By myself;0;Transport hubs;Education;0;0;0;0;0;There was a need to hurry;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;1;4080889
Evening time;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Kid's education;Leisure;0;0;0;0;0;There was a need to hurry;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;2;4080889
Day time;0;0;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Home;Friends/relatives;There was a need to hurry;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min;4;4080900
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Friends/relatives;Workplace;There was a need to hurry;0;0;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min;4;4080900
Evening time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Other;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min;4;4080900
Evening time;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Other;Home;0;0;There was a need to hurry;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;Me;<=15 min;2;4080900
Morning time;Bus;Bus;Bus;Bus;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;Me;76-90 min; ;4080948
Morning time;Bus;0;Bus;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4080948
Morning time;Bus;0;Bus;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4080948
Day time;0;0;0;0;0;0;Bus;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;More than 2 hours;7;4080948
Day time;0;0;0;0;0;0;Bus;0;0;0;0;0;0;0;0;0;0;0;By myself;Workplace;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Employer;<=15 min;7;4080948
Evening time;0;0;Bus;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;Me;76-90 min; ;4080948
Evening time;Bus;0;Bus;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4080948
Evening time;Bus;0;Bus;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4080948
Morning time;0;0;Bus;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;There was a need to hurry;There was a need to hurry;0;0;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;Me;91-105 min; ;4080956
Evening time;0;0;Bus;Bus;0;0;Bus;0;0;0;0;0;0;0;0;0;0;By myself;0;Leisure;Leisure;0;0;0;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;0;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;There was a need to hurry;0;There was a need to hurry;There was a need to hurry;0;0;There was a need to hurry;0;0;Employer;106-120 min; ;4080956
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min; ;4081001
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Leisure;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;4;4081001
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min; ;4081001
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min; ;4081002
Morning time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;4;4081002
Day time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Leisure;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;Me;31-45 min; ;4081002
Day time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Leisure;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;Me;31-45 min; ;4081002
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;4;4081002
Evening time;0;0;0;0;0;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;9;4081002
Evening time;0;0;0;0;0;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;Leisure;Home;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;9;4081002
Night time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;Me;31-45 min;6;4081123
Morning time;0;0;Bus;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Leisure;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;3;4081123
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Transport hubs;Friends/relatives;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;Me;31-45 min;4;4081123
Evening time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min;6;4081123
Morning time;0;0;Bus;Bus;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Government institutions;Workplace;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;More than 2 hours; ;4081136
Morning time;0;0;Bus;Bus;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Government institutions;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;There was a need to hurry;0;0;Me;More than 2 hours; ;4081136
Morning time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Government institutions;Workplace;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;Me;More than 2 hours;6;4081136
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;106-120 min;6;4081136
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;106-120 min;6;4081136
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;106-120 min;6;4081136
Evening time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;106-120 min;6;4081136
Evening time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Leisure;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;106-120 min;6;4081136
Evening time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Leisure;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;Partner;106-120 min;6;4081136
Morning time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Friends/relatives;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;1;4081187
Day time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Friends/relatives;Home;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;1;4081187
Morning time;0;0;0;Bus;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;61-75 min;4;4081270
Day time;0;0;0;Bus;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Workplace;Home;0;0;There was a need to hurry;0;0;There was a need to hurry;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;61-75 min;4;4081270
Day time;0;0;Bus;Bus;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Friends/relatives;Home;0;0;0;0;0;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Partner;46-60 min; ;4081270
Evening time;0;0;Bus;Bus;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Friends/relatives;0;0;0;0;0;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Partner;46-60 min; ;4081270
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Friends/relatives;Home;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Partner;46-60 min; ;4081270
Morning time;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Government institutions;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;5;4081283
Morning time;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Government institutions;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;5;4081283
Day time;0;0;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;More than 2 hours;6;4081283
Day time;0;0;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;More than 2 hours;6;4081283
Morning time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;6;4081308
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;6;4081308
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;Me;31-45 min; ;4081318
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;There was a need to hurry;0;Me;31-45 min; ;4081318
Morning time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;There was a need to hurry;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min;4;4081396
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;There was a need to hurry;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;Me;46-60 min;4;4081396
Morning time;Bus;0;Bus;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;Me;106-120 min; ;4081412
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;61-75 min; ;4081412
