interval;a5_1@1;a5_1@2;a5_1@3;a5_1@4;a5_1@5;a5_1@6;a5_1@7;a5_1@8;a5_1@9;a5_1@10;a51_1@1;a51_1@2;a51_1@3;a51_1@4;a51_1@5;a51_1@6;a51_1@7;a51_1@8;a51_1@9;a6from_1;a6to_1;a7_1@1;a7_1@2;a7_1@3;a7_1@4;a7_1@5;a7_1@6;a7_1@8;a7_1@9;a7_1@10;a7_1@11;a7_1@12;a7_1@13;a7_1@14;a7_1@15;a7_1@16;a7_1@17;a7_1@18;a7_1@19;a7_1@20;a7_1@21;a7_1@22;a7_1@23;a7_1@24;a7_1@25;a7_1@7;a7_1@98;a8_1;trip_duration;transport;InterviewID
Day time;0;0;0;0;0;Bus;0;0;0;0;0;0;0;0;0;0;0;0;By myself;Leisure;Workplace;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min;6;4073217
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Client meeting;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;There was a need to hurry;0;Me;31-45 min;6;4073217
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Friends/relatives;Home;0;0;There was a need to hurry;0;0;0;There was a need to hurry;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;Me;16-30 min;6;4073217
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4073260
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4073260
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4073260
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4073260
Morning time;0;0;0;0;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;There was a need to hurry;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;Me;<=15 min;8;4073359
Evening time;0;0;0;0;0;Bus;0;0;0;0;0;0;0;0;0;0;0;0;By myself;Workplace;Other city;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;Colleague;16-30 min;6;4073359
Morning time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min;6;4073370
Day time;0;0;0;0;0;Bus;0;0;0;0;0;0;0;0;0;0;0;0;By myself;Workplace;Leisure;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min;6;4073370
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;91-105 min;6;4073370
Night time;Bus;0;Bus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;By myself;Workplace;Home;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min; ;4073381
Day time;Bus;0;Bus;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Partner;76-90 min; ;4073381
Day time;Bus;0;Bus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;By myself;Workplace;Home;0;0;0;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min; ;4073381
Evening time;0;0;0;0;0;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;Home;Friends/relatives;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;Partner;76-90 min;9;4073381
Evening time;0;0;Bus;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Leisure;There was a need to hurry;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min; ;4073381
Morning time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Government institutions;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;6;4073408
Day time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;By myself;0;0;0;0;0;0;Home;Leisure;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;6;4073408
Day time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;By myself;0;0;0;0;0;0;Home;Leisure;0;There was a need to hurry;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;6;4073408
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;76-90 min; ;4073426
Morning time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Government institutions;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min;4;4073426
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;76-90 min; ;4073426
Evening time;0;0;0;0;0;0;0;0;Bus;0;By myself;0;0;0;0;0;0;0;0;Home;Friends/relatives;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;9;4073426
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;<=15 min;4;4073442
Day time;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Leisure;0;0;0;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;Me;31-45 min;2;4073442
Evening time;0;0;Bus;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Leisure;Transport hubs;0;0;0;0;There was a need to hurry;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min; ;4073442
Evening time;0;Bus;0;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Home;Other;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;Me;76-90 min;2;4073442
Night time;0;0;0;0;0;Bus;0;0;0;Bus;0;0;0;0;0;0;0;By myself;0;Friends/relatives;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;Me;76-90 min; ;4073471
Night time;0;0;0;0;0;0;0;0;0;Bus;0;0;0;0;0;0;0;By myself;0;Friends/relatives;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;Me;76-90 min;10;4073471
Morning time;0;0;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Home;Education;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;6;4073471
Morning time;0;0;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Home;Education;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;6;4073471
Morning time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Friends/relatives;Leisure;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;91-105 min;6;4073471
Day time;0;0;0;0;0;Bus;0;0;0;0;0;0;0;0;0;0;0;0;By myself;Leisure;Government institutions;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;Me;106-120 min;6;4073471
Day time;0;0;0;0;0;Bus;0;0;0;0;0;0;0;0;0;0;0;By myself;By myself;Leisure;Kid's education;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;6;4073471
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Nature (parks, countryside);Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;There was a need to hurry;0;0;Me;106-120 min;6;4073471
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Nature (parks, countryside);Friends/relatives;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;6;4073471
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Transport hubs;Home;0;0;0;0;0;0;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;6;4073471
Morning time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;4;4073493
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;4;4073493
Day time;0;0;0;0;0;Bus;0;0;0;0;0;0;0;0;0;0;0;By myself;0;Leisure;Home;There was a need to hurry;0;0;0;0;0;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;There was a need to hurry;0;0;Me;46-60 min;6;4073497
Day time;0;0;0;0;0;Bus;0;0;0;0;0;0;0;0;0;0;0;By myself;0;Leisure;Home;There was a need to hurry;0;There was a need to hurry;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;There was a need to hurry;0;0;Me;46-60 min;6;4073497
Morning time;0;0;0;Bus;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Workplace;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;Partner;61-75 min; ;4073511
Day time;0;0;0;Bus;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;Partner;61-75 min; ;4073511
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Leisure;Government institutions;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;Me;61-75 min;6;4073511
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;Me;76-90 min; ;4073540
Morning time;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;Partner;76-90 min;5;4073540
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4073540
Evening time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Education;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;Me;76-90 min;4;4073540
Morning time;Bus;0;0;Bus;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Client meeting;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4073604
Morning time;0;0;0;Bus;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Client meeting;Government institutions;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min; ;4073604
Day time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Government institutions;Home;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min; ;4073604
Day time;0;0;0;0;0;0;0;0;Bus;0;0;0;By myself;0;0;0;0;0;0;Home;Kid's education;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;9;4073604
Day time;0;0;0;0;0;0;0;0;Bus;0;0;0;By myself;0;0;0;0;0;0;Kid's education;Kid's education;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;9;4073604
Evening time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;By myself;0;0;0;0;0;0;Kid's education;Leisure;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;Partner;<=15 min;6;4073604
Evening time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;By myself;0;0;0;0;0;0;Leisure;Home;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Partner;<=15 min;6;4073604
Morning time;0;0;0;Bus;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min; ;4073606
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Government institutions;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min;4;4073606
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Government institutions;Workplace;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min;4;4073606
Evening time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Leisure;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min;4;4073606
Evening time;0;0;0;Bus;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;0;Leisure;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;76-90 min; ;4073606
Day time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;There was a need to hurry;0;There was a need to hurry;0;0;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;Me;61-75 min; ;4073655
Day time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Leisure;There was a need to hurry;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;Me;61-75 min; ;4073655
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Education;Home;There was a need to hurry;0;There was a need to hurry;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;61-75 min; ;4073655
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Education;Home;There was a need to hurry;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;There was a need to hurry;0;0;0;0;There was a need to hurry;0;0;Me;76-90 min; ;4073655
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Education;Home;0;0;0;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;61-75 min; ;4073655
Night time;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Transport hubs;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;31-45 min;2;4073718
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;Me;46-60 min;6;4073767
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Government institutions;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;6;4073767
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Government institutions;Workplace;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;61-75 min;6;4073767
Evening time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;106-120 min;6;4073767
Morning time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;6;4073854
Morning time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;6;4073854
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Friends/relatives;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;6;4073854
Morning time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Partner;<=15 min;6;4073855
Day time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Partner;16-30 min;6;4073855
Morning time;Bus;0;0;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Home;Leisure;0;There was a need to hurry;0;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;There was a need to hurry;0;0;Me;16-30 min;1;4073891
Day time;0;0;Bus;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;There was a need to hurry;0;Me;<=15 min;3;4073891
Morning time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;1;4073895
Evening time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;There was a need to hurry;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;1;4073895
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Friends;61-75 min;6;4073906
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Leisure;Home;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;61-75 min;6;4073906
Morning time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;31-45 min;6;4073966
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min;6;4073966
Morning time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;Me;46-60 min;4;4074037
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Friends/relatives;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;Me;46-60 min;4;4074037
Morning time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Transport hubs;There was a need to hurry;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;Me;<=15 min;1;4074066
Morning time;0;0;0;Bus;0;0;0;0;0;0;0;0;0;0;0;0;0;By myself;0;Transport hubs;Education;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Parents;31-45 min;4;4074066
Morning time;Bus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;By myself;0;Transport hubs;Education;There was a need to hurry;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Parents;<=15 min;1;4074066
Day time;0;0;0;Bus;0;0;0;0;0;0;0;0;0;0;0;0;0;By myself;0;Education;Transport hubs;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Parents;31-45 min;4;4074066
Day time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Transport hubs;Home;There was a need to hurry;0;There was a need to hurry;0;0;0;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;There was a need to hurry;0;0;Parents;<=15 min;1;4074066
Morning time;0;0;0;Bus;0;0;0;0;0;0;0;0;0;0;0;0;0;By myself;0;Home;Workplace;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;Me;16-30 min;4;4074093
Evening time;0;0;0;Bus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;By myself;Workplace;Home;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;4;4074093
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min; ;4074094
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min; ;4074094
Evening time;Bus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;By myself;0;Workplace;Transport hubs;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;<=15 min;1;4074094
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Transport hubs;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min; ;4074094
Evening time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Transport hubs;Home;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;<=15 min;1;4074094
Night time;0;0;0;0;0;Bus;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;Education;Leisure;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;Me;31-45 min; ;4074184
